time,open,high,low,close,volume
2023-03-29 16:46:00,28306.45,28306.45,28279.01,28288.26,61.15444
2023-03-29 16:47:00,28288.25,28288.26,28178.0,28239.54,443.47668
2023-03-29 16:48:00,28239.55,28272.55,28237.56,28267.1,112.45706
2023-03-29 16:49:00,28267.11,28280.79,28267.1,28267.89,41.36147
2023-03-29 16:50:00,28267.89,28296.24,28254.79,28296.24,47.93123
2023-03-29 16:51:00,28296.24,28320.0,28296.23,28308.57,89.18342
2023-03-29 16:52:00,28308.57,28316.18,28299.31,28307.67,44.47621
2023-03-29 16:53:00,28307.66,28318.82,28302.79,28302.79,34.36353
2023-03-29 16:54:00,28302.79,28302.8,28275.19,28297.07,72.79787
2023-03-29 16:55:00,28297.07,28300.01,28284.99,28285.0,25.32765
2023-03-29 16:56:00,28284.99,28285.0,28225.75,28229.6,69.89103
2023-03-29 16:57:00,28229.59,28238.59,28200.0,28215.15,98.50108
2023-03-29 16:58:00,28215.15,28215.15,28135.82,28137.49,273.05436
2023-03-29 16:59:00,28137.48,28171.76,28137.48,28152.46,169.67251
2023-03-29 17:00:00,28152.45,28180.42,28139.84,28165.04,152.04381
2023-03-29 17:01:00,28165.04,28197.55,28162.47,28193.65,97.86962
2023-03-29 17:02:00,28193.64,28193.65,28178.79,28188.33,61.24537
2023-03-29 17:03:00,28188.33,28228.12,28181.98,28227.93,108.59488
2023-03-29 17:04:00,28227.68,28244.34,28219.86,28223.01,57.87051
2023-03-29 17:05:00,28223.01,28230.74,28210.0,28210.0,48.3523
2023-03-29 17:06:00,28210.0,28240.78,28210.0,28228.06,53.64472
2023-03-29 17:07:00,28228.06,28230.26,28217.71,28230.26,40.52129
2023-03-29 17:08:00,28230.25,28261.7,28230.25,28246.07,84.2193
2023-03-29 17:09:00,28246.06,28270.92,28246.06,28261.9,62.88855
2023-03-29 17:10:00,28261.9,28276.67,28254.41,28254.42,47.05702
2023-03-29 17:11:00,28254.42,28295.1,28254.41,28272.51,72.2071
2023-03-29 17:12:00,28272.51,28281.78,28270.98,28271.99,31.08042
2023-03-29 17:13:00,28271.99,28287.97,28271.69,28277.35,32.0073
2023-03-29 17:14:00,28277.34,28300.01,28277.34,28284.31,87.12863
2023-03-29 17:15:00,28284.3,28297.58,28283.82,28283.82,42.5482
2023-03-29 17:16:00,28283.82,28283.83,28255.01,28278.05,48.5582
2023-03-29 17:17:00,28278.04,28281.25,28259.52,28259.53,28.21244
2023-03-29 17:18:00,28259.52,28268.92,28218.13,28268.92,148.71094
2023-03-29 17:19:00,28268.91,28272.95,28265.61,28265.62,23.41719
2023-03-29 17:20:00,28265.62,28275.62,28261.03,28271.06,33.53301
2023-03-29 17:21:00,28271.07,28286.77,28271.06,28286.77,22.89327
2023-03-29 17:22:00,28286.77,28310.86,28286.76,28306.81,71.16542
2023-03-29 17:23:00,28306.82,28333.0,28306.81,28320.0,68.73612
2023-03-29 17:24:00,28320.01,28321.37,28305.49,28305.5,23.37663
2023-03-29 17:25:00,28305.5,28312.75,28294.9,28294.9,26.70239
2023-03-29 17:26:00,28294.91,28302.17,28285.36,28297.17,25.13325
2023-03-29 17:27:00,28297.17,28308.77,28293.61,28306.48,27.35594
2023-03-29 17:28:00,28306.49,28332.54,28299.23,28318.44,42.39901
2023-03-29 17:29:00,28318.44,28318.45,28305.61,28310.0,38.82227
2023-03-29 17:30:00,28309.99,28323.2,28300.0,28312.85,42.75295
2023-03-29 17:31:00,28313.19,28314.24,28295.02,28313.13,31.80578
2023-03-29 17:32:00,28313.13,28314.37,28303.0,28303.01,18.25215
2023-03-29 17:33:00,28303.01,28311.83,28300.35,28300.35,23.41874
2023-03-29 17:34:00,28300.36,28300.36,28266.55,28266.55,20.19006
2023-03-29 17:35:00,28266.55,28292.9,28220.16,28239.13,140.4891
2023-03-29 17:36:00,28239.13,28259.59,28238.72,28238.72,39.91573
2023-03-29 17:37:00,28238.72,28250.57,28228.55,28243.5,77.28984
2023-03-29 17:38:00,28243.51,28243.55,28235.59,28238.12,22.0389
2023-03-29 17:39:00,28238.11,28262.67,28220.97,28236.02,106.99507
2023-03-29 17:40:00,28236.02,28244.79,28214.5,28225.96,53.3572
2023-03-29 17:41:00,28225.95,28244.19,28224.56,28228.73,33.22254
2023-03-29 17:42:00,28228.73,28228.74,28215.3,28222.48,20.49321
2023-03-29 17:43:00,28222.49,28222.49,28180.74,28205.39,116.88691
2023-03-29 17:44:00,28205.39,28213.36,28188.8,28190.8,107.6743
2023-03-29 17:45:00,28190.8,28205.12,28173.18,28201.72,58.84194
2023-03-29 17:46:00,28201.72,28209.13,28195.29,28202.26,76.56806
2023-03-29 17:47:00,28202.27,28229.5,28196.39,28196.39,47.85244
2023-03-29 17:48:00,28196.4,28212.41,28191.67,28196.88,34.07638
2023-03-29 17:49:00,28196.87,28228.98,28196.87,28224.8,39.71984
2023-03-29 17:50:00,28224.81,28233.88,28212.74,28215.49,35.25291
2023-03-29 17:51:00,28215.48,28229.29,28215.48,28215.5,27.50867
2023-03-29 17:52:00,28215.49,28234.0,28207.68,28222.38,49.29038
2023-03-29 17:53:00,28222.37,28233.58,28210.06,28233.57,28.61565
2023-03-29 17:54:00,28233.58,28257.65,28226.58,28255.19,55.93758
2023-03-29 17:55:00,28255.19,28255.2,28227.07,28246.65,29.99036
2023-03-29 17:56:00,28246.64,28254.34,28239.82,28254.34,26.20963
2023-03-29 17:57:00,28254.33,28254.34,28230.0,28238.45,28.73942
2023-03-29 17:58:00,28238.45,28251.86,28238.44,28251.86,19.87781
2023-03-29 17:59:00,28251.86,28255.2,28244.45,28252.33,22.94234
2023-03-29 18:00:00,28252.34,28254.57,28242.83,28246.01,20.28452
2023-03-29 18:01:00,28246.01,28263.52,28243.73,28263.52,37.19964
2023-03-29 18:02:00,28263.52,28263.52,28217.95,28223.89,54.46869
2023-03-29 18:03:00,28223.9,28249.26,28223.89,28230.34,38.66023
2023-03-29 18:04:00,28230.33,28234.4,28225.01,28234.4,17.48031
2023-03-29 18:05:00,28234.4,28247.98,28226.68,28227.66,25.68898
2023-03-29 18:06:00,28227.67,28274.35,28214.23,28233.24,161.46611
2023-03-29 18:07:00,28233.23,28278.88,28233.23,28273.57,61.76596
2023-03-29 18:08:00,28273.58,28274.99,28261.98,28273.17,38.24019
2023-03-29 18:09:00,28273.17,28273.17,28258.32,28264.57,21.69964
2023-03-29 18:10:00,28264.58,28264.58,28255.8,28256.62,18.86858
2023-03-29 18:11:00,28256.62,28262.22,28248.64,28262.08,22.43917
2023-03-29 18:12:00,28262.09,28262.09,28253.57,28253.58,16.95811
2023-03-29 18:13:00,28253.57,28271.64,28247.98,28271.63,27.82031
2023-03-29 18:14:00,28271.64,28271.64,28258.13,28258.13,21.38675
2023-03-29 18:15:00,28258.14,28258.14,28241.7,28247.46,40.05398
2023-03-29 18:16:00,28247.45,28247.46,28237.09,28242.67,40.64988
2023-03-29 18:17:00,28242.67,28249.99,28227.01,28232.5,20.4919
2023-03-29 18:18:00,28232.49,28232.5,28212.95,28228.88,33.4845
2023-03-29 18:19:00,28228.87,28232.93,28203.62,28209.61,48.52116
2023-03-29 18:20:00,28209.61,28217.67,28195.69,28208.99,45.16406
2023-03-29 18:21:00,28208.98,28237.53,28208.98,28237.53,27.51806
2023-03-29 18:22:00,28237.52,28253.13,28237.52,28248.32,27.86671
2023-03-29 18:23:00,28248.31,28253.41,28241.42,28253.4,26.15931
2023-03-29 18:24:00,28253.41,28260.0,28249.25,28249.26,16.15716
2023-03-29 18:25:00,28249.26,28270.24,28246.79,28269.96,39.1063
2023-03-29 18:26:00,28269.96,28296.82,28267.44,28267.66,98.87655
2023-03-29 18:27:00,28267.66,28267.67,28249.27,28257.13,35.30634
2023-03-29 18:28:00,28256.45,28260.59,28245.0,28245.0,16.09178
2023-03-29 18:29:00,28245.01,28245.01,28230.0,28240.81,22.7486
2023-03-29 18:30:00,28240.81,28244.11,28225.75,28232.05,31.79485
2023-03-29 18:31:00,28232.05,28245.99,28232.04,28243.57,23.27153
2023-03-29 18:32:00,28243.57,28276.99,28243.56,28270.42,32.55253
2023-03-29 18:33:00,28270.42,28297.22,28266.29,28297.22,34.16211
2023-03-29 18:34:00,28297.22,28300.0,28292.51,28292.52,35.18757
2023-03-29 18:35:00,28292.51,28298.39,28289.78,28293.03,27.3368
2023-03-29 18:36:00,28293.04,28294.47,28284.55,28294.46,19.3805
2023-03-29 18:37:00,28294.47,28294.6,28280.01,28287.68,31.79493
2023-03-29 18:38:00,28287.69,28287.69,28275.98,28285.42,22.05285
2023-03-29 18:39:00,28285.41,28285.42,28272.61,28281.99,22.17052
2023-03-29 18:40:00,28281.99,28287.8,28273.9,28273.91,26.72038
2023-03-29 18:41:00,28273.91,28290.68,28273.9,28290.68,13.06865
2023-03-29 18:42:00,28290.67,28304.0,28290.67,28303.99,31.74875
2023-03-29 18:43:00,28303.99,28316.07,28294.48,28294.49,66.79255
2023-03-29 18:44:00,28294.48,28301.75,28294.48,28294.48,75.42549
2023-03-29 18:45:00,28294.49,28297.08,28271.98,28271.98,28.88361
2023-03-29 18:46:00,28271.98,28281.16,28271.98,28274.14,17.91812
2023-03-29 18:47:00,28274.14,28301.13,28271.42,28301.13,34.94054
2023-03-29 18:48:00,28301.12,28305.79,28291.34,28305.78,36.24249
2023-03-29 18:49:00,28305.79,28349.0,28305.78,28341.97,82.18753
2023-03-29 18:50:00,28341.81,28341.82,28324.28,28327.88,38.33895
2023-03-29 18:51:00,28327.87,28327.88,28290.0,28294.74,108.31287
2023-03-29 18:52:00,28294.74,28329.57,28286.39,28326.33,119.93608
2023-03-29 18:53:00,28326.34,28329.57,28312.5,28315.19,27.16311
2023-03-29 18:54:00,28315.18,28319.65,28296.95,28319.64,47.64836
2023-03-29 18:55:00,28319.65,28319.72,28294.15,28300.15,34.69018
2023-03-29 18:56:00,28300.15,28307.21,28300.14,28307.21,17.32427
2023-03-29 18:57:00,28307.21,28320.22,28302.0,28320.21,23.91461
2023-03-29 18:58:00,28320.21,28328.2,28320.21,28328.19,16.41306
2023-03-29 18:59:00,28328.19,28328.2,28316.12,28316.13,23.66322
2023-03-29 19:00:00,28316.13,28319.46,28310.82,28316.58,18.40936
2023-03-29 19:01:00,28316.58,28342.57,28279.29,28334.09,204.88388
2023-03-29 19:02:00,28334.09,28334.1,28303.2,28310.84,48.77474
2023-03-29 19:03:00,28310.83,28336.96,28309.05,28336.96,53.02734
2023-03-29 19:04:00,28336.95,28337.63,28328.84,28330.26,29.15365
2023-03-29 19:05:00,28330.25,28335.99,28330.25,28335.86,27.81707
2023-03-29 19:06:00,28335.85,28347.43,28329.69,28329.69,31.56178
2023-03-29 19:07:00,28329.7,28334.52,28316.86,28334.51,38.35816
2023-03-29 19:08:00,28334.51,28339.62,28329.51,28329.51,36.49582
2023-03-29 19:09:00,28329.51,28329.52,28317.32,28317.33,16.74626
2023-03-29 19:10:00,28317.33,28328.27,28315.5,28328.26,31.25528
2023-03-29 19:11:00,28328.27,28328.67,28316.4,28327.5,21.35646
2023-03-29 19:12:00,28327.5,28342.32,28322.95,28342.31,44.52954
2023-03-29 19:13:00,28342.32,28342.32,28333.31,28342.14,31.44461
2023-03-29 19:14:00,28342.13,28372.62,28342.13,28362.61,103.52073
2023-03-29 19:15:00,28362.61,28369.25,28351.32,28351.32,35.0931
2023-03-29 19:16:00,28351.33,28394.94,28351.32,28389.31,100.35772
2023-03-29 19:17:00,28389.31,28389.32,28365.48,28369.19,46.0338
2023-03-29 19:18:00,28369.18,28381.24,28364.39,28371.9,41.13466
2023-03-29 19:19:00,28371.9,28373.07,28371.9,28372.83,23.96766
2023-03-29 19:20:00,28372.83,28372.83,28350.01,28350.01,39.61071
2023-03-29 19:21:00,28350.02,28383.09,28350.01,28372.39,61.23774
2023-03-29 19:22:00,28372.38,28385.34,28365.21,28385.34,48.44466
2023-03-29 19:23:00,28385.33,28390.0,28364.68,28364.69,50.45649
2023-03-29 19:24:00,28364.69,28372.71,28353.3,28360.39,40.95981
2023-03-29 19:25:00,28360.38,28360.39,28356.26,28356.26,75.54055
2023-03-29 19:26:00,28356.27,28371.19,28356.26,28371.18,20.41121
2023-03-29 19:27:00,28371.19,28377.12,28364.85,28366.47,51.2592
2023-03-29 19:28:00,28366.47,28399.56,28363.24,28365.0,98.29415
2023-03-29 19:29:00,28365.0,28365.63,28357.16,28357.16,33.5856
2023-03-29 19:30:00,28357.17,28357.17,28342.18,28346.56,46.34594
2023-03-29 19:31:00,28346.57,28346.57,28331.79,28339.99,33.10587
2023-03-29 19:32:00,28339.99,28340.0,28330.0,28336.44,36.6614
2023-03-29 19:33:00,28336.44,28336.44,28330.01,28332.79,20.61313
2023-03-29 19:34:00,28332.78,28332.79,28320.04,28321.21,33.7033
2023-03-29 19:35:00,28321.21,28329.52,28321.2,28329.51,16.6092
2023-03-29 19:36:00,28329.51,28329.52,28315.31,28316.37,34.865
2023-03-29 19:37:00,28316.38,28326.25,28307.34,28320.0,41.88791
2023-03-29 19:38:00,28320.0,28338.14,28319.99,28332.78,21.80788
2023-03-29 19:39:00,28332.77,28345.4,28332.77,28340.93,24.09457
2023-03-29 19:40:00,28340.94,28340.94,28331.88,28337.84,20.4978
2023-03-29 19:41:00,28337.85,28338.29,28337.38,28337.39,17.51234
2023-03-29 19:42:00,28337.39,28341.03,28334.71,28334.72,21.87212
2023-03-29 19:43:00,28334.71,28338.98,28330.0,28337.04,26.36637
2023-03-29 19:44:00,28337.04,28349.03,28337.03,28342.14,22.29693
2023-03-29 19:45:00,28342.15,28348.78,28342.14,28348.78,11.57914
2023-03-29 19:46:00,28348.77,28357.64,28348.77,28353.01,20.60119
2023-03-29 19:47:00,28353.01,28353.71,28338.0,28342.37,28.78571
2023-03-29 19:48:00,28342.36,28353.07,28342.36,28353.06,16.57756
2023-03-29 19:49:00,28353.06,28406.61,28353.06,28398.35,105.51905
2023-03-29 19:50:00,28398.36,28403.56,28382.69,28389.99,48.5316
2023-03-29 19:51:00,28389.98,28405.96,28384.07,28405.96,40.556
2023-03-29 19:52:00,28405.95,28440.64,28405.95,28440.63,114.70987
2023-03-29 19:53:00,28440.64,28448.68,28424.81,28434.16,59.11583
2023-03-29 19:54:00,28434.15,28434.16,28420.88,28423.69,39.53734
2023-03-29 19:55:00,28423.69,28423.69,28404.78,28418.48,42.80859
2023-03-29 19:56:00,28418.49,28437.73,28402.0,28429.73,72.65815
2023-03-29 19:57:00,28429.74,28434.33,28416.45,28426.79,74.59156
2023-03-29 19:58:00,28426.79,28430.18,28418.42,28430.17,59.44905
2023-03-29 19:59:00,28430.17,28430.18,28382.56,28419.49,73.44597
2023-03-29 20:00:00,28419.49,28419.49,28381.22,28393.7,81.8108
2023-03-29 20:01:00,28393.7,28393.71,28361.35,28370.21,64.04108
2023-03-29 20:02:00,28370.21,28370.21,28356.35,28356.41,35.64334
2023-03-29 20:03:00,28356.41,28378.3,28356.23,28378.3,24.7567
2023-03-29 20:04:00,28378.3,28434.72,28378.29,28432.8,79.01198
2023-03-29 20:05:00,28432.8,28438.06,28432.44,28434.82,40.37953
2023-03-29 20:06:00,28434.82,28434.82,28395.56,28408.12,64.77542
2023-03-29 20:07:00,28408.12,28408.12,28386.41,28395.04,42.60535
2023-03-29 20:08:00,28395.05,28396.13,28379.63,28396.13,22.00664
2023-03-29 20:09:00,28396.12,28396.43,28386.41,28396.42,29.34603
2023-03-29 20:10:00,28396.43,28396.43,28379.17,28379.17,17.07734
2023-03-29 20:11:00,28379.17,28388.47,28379.17,28388.47,14.39142
2023-03-29 20:12:00,28388.47,28389.0,28384.33,28388.99,20.2467
2023-03-29 20:13:00,28388.99,28397.11,28382.3,28382.3,16.76852
2023-03-29 20:14:00,28382.3,28385.0,28375.1,28379.74,33.57248
2023-03-29 20:15:00,28379.75,28440.61,28379.74,28440.61,112.82302
2023-03-29 20:16:00,28440.6,28440.61,28422.56,28422.56,52.25389
2023-03-29 20:17:00,28422.56,28427.07,28412.87,28427.07,27.15257
2023-03-29 20:18:00,28427.06,28427.07,28418.63,28420.93,24.18164
2023-03-29 20:19:00,28420.93,28421.02,28406.31,28407.54,27.98851
2023-03-29 20:20:00,28407.54,28427.06,28407.03,28426.12,42.42019
2023-03-29 20:21:00,28426.11,28426.12,28400.0,28400.01,30.37798
2023-03-29 20:22:00,28400.0,28419.45,28392.9,28415.95,46.21532
2023-03-29 20:23:00,28415.95,28424.83,28415.94,28424.82,15.90535
2023-03-29 20:24:00,28424.82,28439.39,28420.79,28436.75,45.96198
2023-03-29 20:25:00,28436.75,28436.75,28427.25,28436.1,57.3879
2023-03-29 20:26:00,28436.11,28436.11,28414.69,28414.7,26.04739
2023-03-29 20:27:00,28414.69,28450.0,28403.01,28444.94,78.55768
2023-03-29 20:28:00,28444.93,28444.94,28438.78,28438.79,28.07577
2023-03-29 20:29:00,28438.78,28443.18,28438.78,28440.42,18.93643
2023-03-29 20:30:00,28440.43,28468.13,28440.42,28456.06,76.30795
2023-03-29 20:31:00,28456.07,28456.07,28444.03,28452.28,48.20028
2023-03-29 20:32:00,28452.27,28452.28,28439.66,28442.47,38.68351
2023-03-29 20:33:00,28442.47,28446.94,28442.1,28446.93,13.84547
2023-03-29 20:34:00,28446.93,28446.94,28437.43,28437.43,25.98062
2023-03-29 20:35:00,28437.44,28437.44,28433.32,28434.09,31.539
2023-03-29 20:36:00,28434.08,28434.09,28431.94,28431.95,55.5299
2023-03-29 20:37:00,28431.95,28433.99,28431.71,28432.01,26.34649
2023-03-29 20:38:00,28432.01,28432.29,28430.0,28430.21,21.40753
2023-03-29 20:39:00,28430.21,28430.22,28394.39,28395.19,63.23729
2023-03-29 20:40:00,28395.2,28410.39,28383.36,28396.8,84.93452
2023-03-29 20:41:00,28396.8,28396.8,28378.28,28386.45,40.46231
2023-03-29 20:42:00,28386.45,28386.46,28367.19,28374.01,35.71932
2023-03-29 20:43:00,28374.0,28383.99,28374.0,28383.58,35.40266
2023-03-29 20:44:00,28383.58,28387.46,28374.44,28376.69,35.64254
2023-03-29 20:45:00,28376.69,28382.6,28367.31,28367.31,26.99238
2023-03-29 20:46:00,28367.31,28371.31,28361.23,28361.24,17.90888
2023-03-29 20:47:00,28361.24,28376.6,28361.23,28376.6,22.62128
2023-03-29 20:48:00,28376.6,28410.39,28376.59,28410.38,28.23077
2023-03-29 20:49:00,28410.38,28410.39,28398.85,28399.02,41.50855
2023-03-29 20:50:00,28399.02,28424.57,28398.4,28417.25,35.31247
2023-03-29 20:51:00,28417.25,28417.26,28410.89,28411.14,16.33453
2023-03-29 20:52:00,28411.14,28411.24,28403.24,28403.24,14.00655
2023-03-29 20:53:00,28403.24,28410.43,28403.24,28410.43,16.70776
2023-03-29 20:54:00,28410.42,28410.43,28398.21,28400.0,30.48623
2023-03-29 20:55:00,28399.99,28410.38,28398.0,28398.18,24.91353
2023-03-29 20:56:00,28398.18,28398.18,28380.4,28380.4,13.27321
2023-03-29 20:57:00,28380.4,28391.56,28371.38,28372.96,27.64136
2023-03-29 20:58:00,28372.96,28387.33,28372.95,28385.15,30.8773
2023-03-29 20:59:00,28385.15,28391.29,28385.14,28388.58,25.49537
2023-03-29 21:00:00,28388.58,28388.59,28382.95,28382.96,17.92024
2023-03-29 21:01:00,28382.95,28383.26,28373.04,28373.05,25.08059
2023-03-29 21:02:00,28373.05,28373.05,28367.43,28370.33,22.96821
2023-03-29 21:03:00,28370.32,28370.33,28358.31,28358.31,22.47374
2023-03-29 21:04:00,28358.31,28358.32,28338.6,28338.61,22.58975
2023-03-29 21:05:00,28338.6,28352.28,28327.29,28350.82,57.48554
2023-03-29 21:06:00,28350.83,28360.0,28340.0,28360.0,28.35563
2023-03-29 21:07:00,28359.99,28372.27,28359.99,28372.27,23.76087
2023-03-29 21:08:00,28372.27,28373.92,28362.29,28373.92,39.85464
2023-03-29 21:09:00,28373.91,28373.92,28367.7,28370.01,40.94186
2023-03-29 21:10:00,28370.01,28373.92,28370.0,28370.25,12.20648
2023-03-29 21:11:00,28370.25,28372.09,28366.47,28367.27,16.07295
2023-03-29 21:12:00,28367.27,28367.96,28354.99,28367.27,59.28615
2023-03-29 21:13:00,28367.26,28381.62,28367.26,28379.11,36.69683
2023-03-29 21:14:00,28379.12,28379.12,28374.12,28375.12,30.94587
2023-03-29 21:15:00,28375.12,28375.13,28372.64,28372.64,7.60359
2023-03-29 21:16:00,28372.65,28374.83,28370.2,28370.21,9.17949
2023-03-29 21:17:00,28370.2,28370.21,28370.0,28370.01,10.97021
2023-03-29 21:18:00,28370.01,28391.59,28370.0,28391.59,17.80748
2023-03-29 21:19:00,28391.59,28431.7,28391.58,28423.42,91.7644
2023-03-29 21:20:00,28423.42,28440.39,28423.21,28439.33,32.85852
2023-03-29 21:21:00,28439.33,28463.35,28436.73,28453.41,62.20918
2023-03-29 21:22:00,28453.4,28458.48,28443.12,28458.47,25.28261
2023-03-29 21:23:00,28458.47,28458.48,28444.07,28444.08,13.99869
2023-03-29 21:24:00,28444.07,28467.51,28444.07,28463.8,72.8837
2023-03-29 21:25:00,28463.81,28468.0,28460.41,28461.47,25.27645
2023-03-29 21:26:00,28461.47,28500.0,28461.46,28493.95,104.37165
2023-03-29 21:27:00,28493.95,28493.96,28478.77,28486.8,56.80811
2023-03-29 21:28:00,28486.81,28487.99,28473.77,28473.77,40.55138
2023-03-29 21:29:00,28473.78,28473.78,28458.18,28466.39,23.48763
2023-03-29 21:30:00,28466.39,28466.39,28433.73,28435.98,56.17578
2023-03-29 21:31:00,28435.98,28435.99,28429.22,28429.22,25.62898
2023-03-29 21:32:00,28429.23,28429.23,28426.92,28426.92,7.11508
2023-03-29 21:33:00,28426.93,28464.08,28426.92,28452.64,36.75734
2023-03-29 21:34:00,28452.64,28452.64,28442.58,28442.59,11.49074
2023-03-29 21:35:00,28442.58,28442.59,28414.5,28414.51,24.93312
2023-03-29 21:36:00,28414.5,28414.51,28401.57,28414.5,32.72476
2023-03-29 21:37:00,28414.5,28428.29,28411.99,28412.19,18.89492
2023-03-29 21:38:00,28412.2,28418.17,28412.11,28417.75,12.68673
2023-03-29 21:39:00,28417.75,28428.53,28417.75,28417.84,18.92558
2023-03-29 21:40:00,28417.85,28417.85,28417.84,28417.85,4.49351
2023-03-29 21:41:00,28417.84,28417.85,28408.98,28408.99,16.32724
2023-03-29 21:42:00,28408.98,28408.99,28396.22,28396.22,14.31714
2023-03-29 21:43:00,28396.23,28396.23,28383.88,28383.88,29.06564
2023-03-29 21:44:00,28383.88,28395.18,28361.63,28365.12,46.17278
2023-03-29 21:45:00,28365.11,28365.12,28361.28,28361.28,28.08495
2023-03-29 21:46:00,28361.29,28364.28,28361.28,28362.39,24.93034
2023-03-29 21:47:00,28362.4,28362.4,28350.28,28350.29,27.69402
2023-03-29 21:48:00,28350.28,28350.29,28338.6,28338.6,24.51483
2023-03-29 21:49:00,28338.6,28373.82,28338.6,28373.82,28.55405
2023-03-29 21:50:00,28373.82,28403.88,28373.81,28402.07,28.30079
2023-03-29 21:51:00,28402.07,28406.08,28393.67,28395.11,54.66334
2023-03-29 21:52:00,28395.1,28402.01,28383.46,28402.0,24.81784
2023-03-29 21:53:00,28402.01,28405.99,28399.66,28405.98,14.6772
2023-03-29 21:54:00,28405.98,28405.99,28405.98,28405.99,5.14261
2023-03-29 21:55:00,28405.98,28406.61,28391.0,28391.0,34.14679
2023-03-29 21:56:00,28391.01,28399.0,28391.0,28392.14,24.24297
2023-03-29 21:57:00,28392.14,28392.15,28392.05,28392.06,9.55791
2023-03-29 21:58:00,28392.05,28392.06,28341.32,28341.33,45.12491
2023-03-29 21:59:00,28341.33,28341.33,28290.35,28291.0,134.45018
2023-03-29 22:00:00,28291.01,28341.28,28291.0,28322.79,67.26632
2023-03-29 22:01:00,28322.79,28329.92,28240.14,28275.18,190.99915
2023-03-29 22:02:00,28275.18,28292.83,28245.06,28250.87,156.79131
2023-03-29 22:03:00,28250.87,28271.25,28235.75,28258.23,118.83005
2023-03-29 22:04:00,28258.24,28258.24,28211.0,28221.5,206.03295
2023-03-29 22:05:00,28221.51,28246.52,28218.28,28231.38,100.57239
2023-03-29 22:06:00,28231.38,28247.21,28231.38,28243.81,72.93353
2023-03-29 22:07:00,28243.8,28286.27,28243.8,28286.24,73.21137
2023-03-29 22:08:00,28286.25,28297.61,28245.18,28247.63,121.89987
2023-03-29 22:09:00,28247.64,28269.48,28247.63,28269.48,91.39691
2023-03-29 22:10:00,28269.47,28314.88,28260.51,28304.62,138.32012
2023-03-29 22:11:00,28304.63,28304.63,28287.02,28301.36,31.59163
2023-03-29 22:12:00,28301.36,28314.84,28300.93,28300.93,29.76045
2023-03-29 22:13:00,28300.93,28319.28,28300.93,28319.27,74.24048
2023-03-29 22:14:00,28319.27,28346.4,28314.68,28343.32,75.19481
2023-03-29 22:15:00,28343.32,28343.33,28304.26,28311.02,35.87119
2023-03-29 22:16:00,28311.02,28338.42,28311.01,28323.95,27.27071
2023-03-29 22:17:00,28323.95,28332.64,28320.54,28320.55,12.91674
2023-03-29 22:18:00,28320.55,28353.59,28320.54,28353.59,44.7235
2023-03-29 22:19:00,28353.59,28353.59,28333.06,28333.07,21.84601
2023-03-29 22:20:00,28333.07,28335.66,28331.88,28331.88,22.18449
2023-03-29 22:21:00,28331.88,28338.89,28331.88,28336.21,15.16394
2023-03-29 22:22:00,28336.21,28357.56,28336.2,28357.55,26.91163
2023-03-29 22:23:00,28357.56,28370.54,28357.55,28362.58,37.8016
2023-03-29 22:24:00,28362.58,28362.58,28351.48,28351.49,31.68074
2023-03-29 22:25:00,28351.48,28351.49,28344.39,28349.62,52.33747
2023-03-29 22:26:00,28349.62,28358.75,28349.62,28358.74,22.50235
